CustomerID,LastName,FirstName,BirthDate,Gender,ParticipantType,RegionID,MaritalStatus
6644,Craig,Elliott,1967-10-19,MALE,INDIVIDUAL,275,Divorced
6935,Justin,Fox,2004-07-06,MALE,INDIVIDUAL,86,Married
6945,Jeremy,Ross,1976-12-05,MALE,INDIVIDUAL,499,Divorced
7302,Ryan,Hill,1946-07-20,MALE,INDIVIDUAL,655,Single
7311,Martin,Franklin,1981-07-29,MALE,INDIVIDUAL,165,Married
7448,Jane,Watson,1963-08-21,FEMALE,INDIVIDUAL,670,Single
7491,Walter,Marshall,2002-01-14,MALE,INDIVIDUAL,150,Divorced
7619,Craig,Warren,1976-11-26,MALE,INDIVIDUAL,361,Married
7649,Mary,Wells,1947-11-06,FEMALE,INDIVIDUAL,684,Married
7734,Melissa,Watkins,1978-04-29,FEMALE,INDIVIDUAL,127,Married
7743,Stephen,Scott,1981-08-19,MALE,INDIVIDUAL,161,Divorced
7893,Patricia,Hunt,1953-05-24,FEMALE,INDIVIDUAL,51,Married
7986,Keith,Crawford,1962-03-15,MALE,INDIVIDUAL,647,Divorced
8026,Johnny,Franklin,1970-08-27,MALE,INDIVIDUAL,956,Married
8030,Henry,Gardner,1968-06-30,MALE,INDIVIDUAL,378,Divorced
8040,Roy,Lewis,1971-09-30,MALE,INDIVIDUAL,11,Divorced
8282,Jose,Hicks,1961-05-24,MALE,INDIVIDUAL,645,Single
8303,Kenneth,Rivera,1964-01-05,MALE,INDIVIDUAL,580,Married
8405,Sara,Reyes,1959-05-27,FEMALE,INDIVIDUAL,492,Single
8406,Deborah,Gonzales,1982-02-03,FEMALE,INDIVIDUAL,704,Married
8439,Ruby,Reynolds,2009-09-01,FEMALE,INDIVIDUAL,864,Single
8471,Steven,Schmidt,1974-10-21,MALE,INDIVIDUAL,917,Married
8849,Billy,Jenkins,1980-08-01,MALE,INDIVIDUAL,414,Single
8907,Phyllis,Scott,1948-01-19,FEMALE,INDIVIDUAL,668,Married
9303,Eric,Jacobs,1974-11-01,MALE,INDIVIDUAL,588,Divorced
9407,Victor,Mason,1959-08-30,MALE,INDIVIDUAL,528,Married
10101,Chris,Cooper,1976-04-11,MALE,INDIVIDUAL,5,Divorced
10192,Billy,Roberts,1970-11-16,MALE,INDIVIDUAL,636,Single
10389,Matthew,Anderson,1967-08-13,MALE,INDIVIDUAL,751,Single
10433,Ralph,Howell,1972-07-27,MALE,INDIVIDUAL,781,Single
10528,Martha,Riley,2011-11-23,FEMALE,INDIVIDUAL,349,Married
10535,Irene,Berry,1995-01-21,FEMALE,INDIVIDUAL,234,Single
10571,Wayne,Gonzales,1967-05-22,MALE,INDIVIDUAL,247,Married
10597,Christopher,Hayes,1987-08-04,MALE,INDIVIDUAL,134,Married
10610,Jesse,Coleman,1978-04-15,MALE,INDIVIDUAL,836,Married
10799,Kenneth,Andrews,1988-01-04,MALE,INDIVIDUAL,60,Single
10832,Harry,Willis,1969-02-22,MALE,INDIVIDUAL,77,Divorced
11160,Jerry,Jackson,1970-09-29,MALE,INDIVIDUAL,934,Single
11174,Amanda,Armstrong,1968-06-25,FEMALE,INDIVIDUAL,250,Single
11412,Rose,George,1951-01-02,FEMALE,INDIVIDUAL,882,Single
11417,Rachel,Hughes,1976-03-30,FEMALE,INDIVIDUAL,860,Married
11424,Ernest,Bishop,2011-04-18,MALE,INDIVIDUAL,795,Married
11517,Jimmy,Turner,1979-04-14,MALE,INDIVIDUAL,312,Married
11606,Ronald,Butler,1975-09-04,MALE,INDIVIDUAL,175,Married
11748,Annie,Bowman,1985-10-13,FEMALE,INDIVIDUAL,464,Married
11817,Lisa,Black,1968-06-25,FEMALE,INDIVIDUAL,488,Single
12201,Donald,Mason,1970-11-12,MALE,INDIVIDUAL,313,Single
12341,Angela,Chapman,1987-10-02,FEMALE,INDIVIDUAL,610,Married
12349,Elizabeth,Foster,1969-12-16,FEMALE,INDIVIDUAL,595,Married
12593,Anne,Garza,1972-09-25,FEMALE,INDIVIDUAL,771,Single
12602,Nicole,Carter,1984-09-06,FEMALE,INDIVIDUAL,283,Single
12656,Marilyn,Gutierrez,1979-11-22,FEMALE,INDIVIDUAL,321,Married
12964,Todd,Fisher,1975-03-07,MALE,INDIVIDUAL,906,Married
13029,Jerry,Kennedy,1970-07-03,MALE,INDIVIDUAL,516,Single
13365,Nicole,Armstrong,1970-05-26,FEMALE,INDIVIDUAL,446,Single
13644,Alan,Young,1968-02-09,MALE,INDIVIDUAL,189,Single
13649,Ashley,Lawrence,1965-04-17,FEMALE,INDIVIDUAL,531,Married
13825,Linda,Ruiz,1968-10-16,FEMALE,INDIVIDUAL,324,Married
13947,Jennifer,Williamson,1980-09-22,FEMALE,INDIVIDUAL,494,Single
14002,Mark,Foster,1959-05-13,MALE,INDIVIDUAL,631,Single
14004,Adam,Riley,1990-11-30,MALE,INDIVIDUAL,113,Married
14021,Bruce,Richardson,1958-07-14,MALE,INDIVIDUAL,672,Divorced
14433,Russell,Brooks,1971-02-09,MALE,INDIVIDUAL,677,Single
14448,Barbara,Fuller,2007-10-27,FEMALE,INDIVIDUAL,285,Single
14734,Gloria,Cooper,1997-12-30,FEMALE,INDIVIDUAL,194,Single
15067,Pamela,Anderson,1971-10-14,FEMALE,INDIVIDUAL,71,Single
15646,Lillian,Hill,1972-09-12,FEMALE,INDIVIDUAL,325,Married
16163,Helen,Mills,2009-11-17,FEMALE,INDIVIDUAL,841,Single
16225,Jack,Hill,1972-04-21,MALE,INDIVIDUAL,527,Single
16259,Tammy,Crawford,1978-10-23,FEMALE,INDIVIDUAL,614,Divorced
16534,Annie,Lane,1968-10-09,FEMALE,INDIVIDUAL,751,Divorced
16820,Todd,Woods,1978-09-30,MALE,INDIVIDUAL,575,Married
16930,Christine,Little,1960-06-25,FEMALE,INDIVIDUAL,668,Single
16976,Joseph,Pierce,1971-08-15,MALE,INDIVIDUAL,79,Single
17084,Melissa,Cole,1959-05-25,FEMALE,INDIVIDUAL,861,Married
17480,Jimmy,Stephens,1984-07-28,MALE,INDIVIDUAL,325,Married
17910,Maria,Hansen,1980-02-14,FEMALE,INDIVIDUAL,641,Single
18187,Mark,Hart,1956-09-04,MALE,INDIVIDUAL,274,Divorced
18240,Albert,Torres,1987-07-21,MALE,INDIVIDUAL,540,Single
18283,Mark,Sullivan,1975-11-05,MALE,INDIVIDUAL,828,Married
18761,George,Mason,2007-06-05,MALE,INDIVIDUAL,375,Married
18786,Steve,Simpson,1972-09-08,MALE,INDIVIDUAL,432,Married
18929,Edward,Peterson,1963-07-18,MALE,INDIVIDUAL,381,Married
19089,Louise,Reyes,1959-09-24,FEMALE,INDIVIDUAL,655,Married
19127,Amanda,Frazier,1989-03-25,FEMALE,INDIVIDUAL,255,Single
19191,Larry,Howard,1953-03-14,MALE,INDIVIDUAL,613,Married
19289,Theresa,Tucker,1952-09-15,FEMALE,INDIVIDUAL,479,Married
19631,Andrea,Ramos,1982-09-16,FEMALE,INDIVIDUAL,931,Married
19645,Wanda,Tucker,1983-01-10,FEMALE,INDIVIDUAL,614,Married
19664,Jeremy,Hart,2012-08-31,MALE,INDIVIDUAL,357,Married
19691,Louis,Gomez,1971-08-16,MALE,INDIVIDUAL,738,Single
19752,Mark,Nguyen,1975-01-04,MALE,INDIVIDUAL,943,Married
19783,Antonio,Chavez,2006-09-05,MALE,INDIVIDUAL,696,Married
19868,Melissa,Morgan,2010-06-22,FEMALE,INDIVIDUAL,128,Married
19934,Anna,Martinez,1986-05-16,FEMALE,INDIVIDUAL,860,Married
19960,Gregory,Hansen,1952-08-31,MALE,INDIVIDUAL,23,Single
19987,Larry,Graham,1978-11-24,MALE,INDIVIDUAL,256,Married
20077,Deborah,Pierce,1969-04-23,FEMALE,INDIVIDUAL,41,Married
20123,Linda,Ortiz,1976-04-25,FEMALE,INDIVIDUAL,793,Single
20146,Steve,Collins,1971-07-02,MALE,INDIVIDUAL,133,Single
20154,Margaret,Evans,1960-04-12,FEMALE,INDIVIDUAL,358,Married
20175,Virginia,Morgan,1971-01-18,FEMALE,INDIVIDUAL,111,Married
20309,Frank,Mendoza,1978-02-20,MALE,INDIVIDUAL,209,Married
20467,Gadal ,,,,COMPANY,850,
20651,Charles,Rogers,2009-01-28,MALE,INDIVIDUAL,550,Married
20746,Raymond,Cook,1959-09-16,MALE,INDIVIDUAL,738,Married
20924,Robert,Ellis,1974-01-29,MALE,INDIVIDUAL,705,Married
21047,Dennis,Matthews,1968-08-15,MALE,INDIVIDUAL,641,Single
21087,Larry,Wallace,1983-08-20,MALE,INDIVIDUAL,15,Married
21404,Nancy,Allen,1980-12-18,FEMALE,INDIVIDUAL,724,Single
21604,Albert,Watson,1963-05-22,MALE,INDIVIDUAL,307,Married
21713,Todd,Murphy,1966-10-04,MALE,INDIVIDUAL,398,Single
22791,Earl,Larson,1973-02-19,MALE,INDIVIDUAL,637,Married
22793,Bruce,Mitchell,1973-08-23,MALE,INDIVIDUAL,62,Married
22958,Pamela,Clark,1981-03-25,FEMALE,INDIVIDUAL,698,Single
23061,Brenda,Gomez,1974-06-15,FEMALE,INDIVIDUAL,993,Single
23618,Kathy,Gardner,1953-01-06,FEMALE,INDIVIDUAL,386,Married
23702,Stephanie,Green,1979-05-16,FEMALE,INDIVIDUAL,562,Married
23762,Stephanie,Howell,1972-02-01,FEMALE,INDIVIDUAL,439,Married
23801,Roy,Phillips,1961-01-16,MALE,INDIVIDUAL,308,Married
23821,Mary,Kennedy,1984-04-25,FEMALE,INDIVIDUAL,275,Single
24051,Joyce,Young,1982-11-22,FEMALE,INDIVIDUAL,315,Single
24127,Joan,Thomas,1980-08-30,FEMALE,INDIVIDUAL,741,Married
24156,Philip,Payne,1977-09-02,MALE,INDIVIDUAL,215,Married
24161,Mark,Bennett,2010-05-25,MALE,INDIVIDUAL,981,Single
24168,Frank,Powell,1959-02-27,MALE,INDIVIDUAL,884,Married
24436,Angela,Wells,1974-08-20,FEMALE,INDIVIDUAL,248,Single
24475,Robin,Ruiz,1977-01-12,FEMALE,INDIVIDUAL,55,Married
24600,Jane,Lee,1967-08-18,FEMALE,INDIVIDUAL,617,Single
24642,Janice,Wallace,1992-04-20,FEMALE,INDIVIDUAL,165,Married
25169,Douglas,Rice,1965-04-18,MALE,INDIVIDUAL,473,Married
25484,Johnny,Webb,1976-03-21,MALE,INDIVIDUAL,24,Married
25505,Jonathan,Romero,1971-09-29,MALE,INDIVIDUAL,888,Married
25795,Pamela,Dean,1997-05-26,FEMALE,INDIVIDUAL,245,Married
25862,Joan,Fox,1980-10-16,FEMALE,INDIVIDUAL,533,Married
25863,Katherine,Rose,1984-05-14,FEMALE,INDIVIDUAL,9,Single
25910,Arthur,Thompson,1980-07-05,MALE,INDIVIDUAL,430,Married
25928,Sean,Stone,1971-08-20,MALE,INDIVIDUAL,308,Married
26083,Stratus Corp,,,,COMPANY,597,
26337,Lawrence,Morales,1975-12-06,MALE,INDIVIDUAL,378,Married
26825,William,Payne,1966-10-02,MALE,INDIVIDUAL,499,Married
27036,Richard,Lawson,1971-07-20,MALE,INDIVIDUAL,821,Married
27500,Ashley,Hunt,1978-02-20,FEMALE,INDIVIDUAL,752,Married
27790,Joyce,Morrison,1986-12-16,FEMALE,INDIVIDUAL,455,Married
28066,Randy,Clark,1973-10-11,MALE,INDIVIDUAL,720,Married
28138,Kathleen,Chapman,1975-02-18,FEMALE,INDIVIDUAL,209,Married
28167,Robin,Austin,1973-08-24,FEMALE,INDIVIDUAL,322,Married
28209,Randy,Romero,1982-08-10,MALE,INDIVIDUAL,604,Married
28520,Matthew,Brooks,1966-11-08,MALE,INDIVIDUAL,653,Married
28590,Andrew,Armstrong,1983-05-02,MALE,INDIVIDUAL,100,Married
28658,Ryan,Little,1969-08-29,MALE,INDIVIDUAL,929,Married
28846,Gerald,Perry,1970-04-15,MALE,INDIVIDUAL,124,Married
29442,Betty,Ford,1974-12-13,FEMALE,INDIVIDUAL,56,Married
29453,Charles,Kennedy,1966-08-14,MALE,INDIVIDUAL,911,Married
29455,Jack,Thompson,2003-05-22,MALE,INDIVIDUAL,142,Married
29815,Steve,James,1974-07-09,MALE,INDIVIDUAL,594,Single
29964,Julia,Ramos,1956-11-19,FEMALE,INDIVIDUAL,74,Single
30379,Gregory,Hunter,1951-11-18,MALE,INDIVIDUAL,21,Married
30477,Paul,Simmons,1945-05-06,MALE,INDIVIDUAL,817,Married
30523,Chris,Palmer,2005-06-02,MALE,INDIVIDUAL,887,Single
30627,Wayne,Kim,1965-06-14,MALE,INDIVIDUAL,202,Single
30636,Adam,James,1996-08-26,MALE,INDIVIDUAL,884,Married
30764,Amanda,Barnes,1977-07-12,FEMALE,INDIVIDUAL,59,Single
30843,Christopher,Burns,2000-11-10,MALE,INDIVIDUAL,408,Married
31228,Andrea,Woods,1962-11-22,FEMALE,INDIVIDUAL,920,Single
31490,Shirley,Andrews,1972-05-24,FEMALE,INDIVIDUAL,44,Divorced
31691,Judith,Alexander,1966-06-30,FEMALE,INDIVIDUAL,968,Divorced
32032,Joan,Mitchell,1959-06-15,FEMALE,INDIVIDUAL,16,Single
32059,Barbara,Cruz,2011-12-09,FEMALE,INDIVIDUAL,336,Married
32064,Catherine,Duncan,1977-12-11,FEMALE,INDIVIDUAL,214,Single
32191,Douglas,Richards,1972-08-21,MALE,INDIVIDUAL,794,Single
32307,Kelly,Anderson,2010-10-15,FEMALE,INDIVIDUAL,483,Single
32466,Howard,Washington,1970-08-10,MALE,INDIVIDUAL,712,Married
32644,Benjamin,Ortiz,1982-12-09,MALE,INDIVIDUAL,894,Divorced
32921,Craig,Mccoy,1969-01-14,MALE,INDIVIDUAL,976,Married
33087,Judy,Burns,1977-05-19,FEMALE,INDIVIDUAL,654,Married
33101,Robin,Castillo,1974-12-31,FEMALE,INDIVIDUAL,134,Single
33963,Virginia,Wheeler,1965-10-08,FEMALE,INDIVIDUAL,904,Married
34025,Bonnie,Sims,1975-12-23,FEMALE,INDIVIDUAL,399,Married
34031,Tina,Foster,1974-10-22,FEMALE,INDIVIDUAL,166,Married
34389,Amy,Mitchell,1976-05-26,FEMALE,INDIVIDUAL,83,Married
34635,Eric,Ryan,1958-01-05,MALE,INDIVIDUAL,521,Married
34648,Brandon,Garcia,1995-04-03,MALE,INDIVIDUAL,462,Married
34685,Benjamin,Alexander,1992-12-02,MALE,INDIVIDUAL,129,Married
34688,Thomas,Fowler,1959-01-21,MALE,INDIVIDUAL,116,Single
35018,Ralph,Washington,1978-11-17,MALE,INDIVIDUAL,890,Divorced
35330,Brenda,Rivera,1984-06-07,FEMALE,INDIVIDUAL,883,Single
35626,Gloria,Jones,1969-09-27,FEMALE,INDIVIDUAL,246,Married
35693,Edward,Ross,1966-04-26,MALE,INDIVIDUAL,279,Divorced
35955,Jeffrey,Wilson,2009-07-01,MALE,INDIVIDUAL,143,Married
35957,Fred,Franklin,1977-04-14,MALE,INDIVIDUAL,930,Married
36070,Katherine,Smith,1977-10-25,FEMALE,INDIVIDUAL,528,Single
36411,Christopher,Dean,1975-10-09,MALE,INDIVIDUAL,106,Married
36463,Philip,Miller,1972-11-02,MALE,INDIVIDUAL,889,Single
36531,Jeffrey,Gomez,1966-09-01,MALE,INDIVIDUAL,813,Single
36541,Victor,Little,1976-03-01,MALE,INDIVIDUAL,618,Married
36555,Nicholas,Medina,1988-07-20,MALE,INDIVIDUAL,172,Single
36713,Pamela,Bell,1976-05-17,FEMALE,INDIVIDUAL,529,Married
36807,Peter,Boyd,1970-12-07,MALE,INDIVIDUAL,566,Single
37482,Judy,West,2008-07-25,FEMALE,INDIVIDUAL,165,Married
37494,Cynthia,Cruz,1973-10-10,FEMALE,INDIVIDUAL,791,Married
37515,Helen,Romero,2009-05-23,FEMALE,INDIVIDUAL,992,Married
37860,Juan,Long,1975-05-21,MALE,INDIVIDUAL,418,Single
38203,George,Gonzalez,1978-04-03,MALE,INDIVIDUAL,181,Single
38209,Gregory,Mills,1951-11-06,MALE,INDIVIDUAL,631,Married
38345,Lillian,Harris,1975-08-03,FEMALE,INDIVIDUAL,54,Married
38574,Lillian,Sanders,1988-07-04,FEMALE,INDIVIDUAL,84,Married
39131,Norma,Hall,1983-06-07,FEMALE,INDIVIDUAL,825,Married
39141,Patricia,Stewart,1964-08-11,FEMALE,INDIVIDUAL,769,Single
39142,Brenda,Fox,1986-02-12,FEMALE,INDIVIDUAL,337,Married
39185,Ralph,Gordon,1954-05-25,MALE,INDIVIDUAL,991,Single
39819,Carol,Arnold,1973-06-24,FEMALE,INDIVIDUAL,640,Single
40219,Katherine,Rice,1982-09-21,FEMALE,INDIVIDUAL,163,Single
40249,Earl,Moreno,1972-03-12,MALE,INDIVIDUAL,934,Single
40251,Paula,Warren,2007-06-09,FEMALE,INDIVIDUAL,977,Married
40253,Donna,Murray,1977-09-16,FEMALE,INDIVIDUAL,325,Married
40359,Wayne,Willis,1958-03-05,MALE,INDIVIDUAL,463,Married
40368,Mary,Butler,1991-12-11,FEMALE,INDIVIDUAL,79,Single
40547,Elizabeth,Turner,1983-11-07,FEMALE,INDIVIDUAL,899,Single
40591,Kathryn,Patterson,1984-07-01,FEMALE,INDIVIDUAL,862,Divorced
40720,Natures ,,,,COMPANY,961,
40809,Laura,Stewart,2000-11-18,FEMALE,INDIVIDUAL,603,Married
40953,Anthony,Willis,1972-10-19,MALE,INDIVIDUAL,509,Married
41250,Jeremy,Williamson,2010-05-22,MALE,INDIVIDUAL,434,Married
41252,Timothy,Butler,1975-12-02,MALE,INDIVIDUAL,657,Married
41286,Teresa,Parker,1992-08-21,FEMALE,INDIVIDUAL,686,Married
41704,Lois,Rivera,1975-02-16,FEMALE,INDIVIDUAL,962,Married
41834,Susan,Spencer,1967-10-13,FEMALE,INDIVIDUAL,238,Single
41937,Ernest,White,1973-03-01,MALE,INDIVIDUAL,424,Married
41981,Laura,Hansen,1966-06-21,FEMALE,INDIVIDUAL,53,Single
42003,Susan,Reyes,1964-01-21,FEMALE,INDIVIDUAL,911,Married
42374,Timothy,Mills,1953-09-11,MALE,INDIVIDUAL,498,Married
42428,Amanda,Fernandez,1975-10-30,FEMALE,INDIVIDUAL,842,Married
42469,Edward,White,2001-07-05,MALE,INDIVIDUAL,105,Married
42474,Donald,Rogers,1962-12-05,MALE,INDIVIDUAL,992,Single
42744,Kathy,Stephens,1980-01-22,FEMALE,INDIVIDUAL,185,Married
42884,Julie,Little,1980-09-23,FEMALE,INDIVIDUAL,712,Married
43139,Paul,Sullivan,1976-01-29,MALE,INDIVIDUAL,638,Single
43341,Wayne,Rodriguez,1960-06-29,MALE,INDIVIDUAL,432,Single
43666,Michael,Chapman,1959-11-05,MALE,INDIVIDUAL,813,Divorced
44030,Deseret ,,,,COMPANY,989,
44152,Nicole,Nichols,2011-12-20,FEMALE,INDIVIDUAL,663,Single
44497,Janice,Anderson,1980-11-12,FEMALE,INDIVIDUAL,619,Married
44499,Mark,Hicks,1948-06-08,MALE,INDIVIDUAL,561,Married
44786,Joe,Gray,1953-07-19,MALE,INDIVIDUAL,74,Married
45010,Ernest,Moore,1965-03-04,MALE,INDIVIDUAL,977,Married
45340,Brian,Oliver,1976-03-29,MALE,INDIVIDUAL,875,Married
45609,Sean,Sanders,1970-06-23,MALE,INDIVIDUAL,507,Married
45757,Jane,Frazier,1963-12-28,FEMALE,INDIVIDUAL,22,Single
46094,Phillip,Scott,1981-12-27,MALE,INDIVIDUAL,94,Married
46457,Benjamin,Butler,2009-05-14,MALE,INDIVIDUAL,601,Single
46513,Christina,Nguyen,1968-08-01,FEMALE,INDIVIDUAL,959,Married
46527,Carolyn,Diaz,1972-04-24,FEMALE,INDIVIDUAL,896,Single
46769,Terry,Fuller,1956-07-10,MALE,INDIVIDUAL,224,Single
46815,Nicole,Price,1984-03-02,FEMALE,INDIVIDUAL,234,Divorced
46899,Marilyn,Castillo,1988-06-26,FEMALE,INDIVIDUAL,490,Single
47164,Denise,Washington,1968-06-25,FEMALE,INDIVIDUAL,869,Divorced
47369,Jerry,West,2009-08-28,MALE,INDIVIDUAL,93,Single
47620,"Dolgencorp, Group",,,,COMPANY,711,
48286,Raymond,Evans,1963-09-22,MALE,INDIVIDUAL,732,Married
48548,Christine,Kennedy,1987-02-19,FEMALE,INDIVIDUAL,449,Married
48694,Richard,Gonzalez,1988-01-16,MALE,INDIVIDUAL,748,Married
48742,Evelyn,Sims,1980-08-26,FEMALE,INDIVIDUAL,989,Married
48967,Robin,Mcdonald,1971-11-04,FEMALE,INDIVIDUAL,227,Single
49887,Martin,Alvarez,1978-06-14,MALE,INDIVIDUAL,805,Single
49996,Teresa,Ferguson,1984-05-14,FEMALE,INDIVIDUAL,865,Divorced
50018,Roger,Sanchez,1980-02-25,MALE,INDIVIDUAL,508,Single
50213,Joshua,Williamson,2012-01-31,MALE,INDIVIDUAL,222,Married
50216,Shawn,Green,1976-08-18,MALE,INDIVIDUAL,322,Single
50218,Carol,Evans,2007-11-13,FEMALE,INDIVIDUAL,106,Single
50595,Bobby,Cunningham,2008-05-12,MALE,INDIVIDUAL,247,Single
50603,Brian,Jacobs,1961-09-22,MALE,INDIVIDUAL,971,Single
50981,Kevin,Wilson,1973-06-21,MALE,INDIVIDUAL,721,Married
51511,Richard,Smith,1994-07-01,MALE,INDIVIDUAL,367,Single
51568,Harold,Carpenter,1970-03-20,MALE,INDIVIDUAL,707,Single
51745,Lori,Walker,1986-03-22,FEMALE,INDIVIDUAL,350,Married
52087,Carolyn,Murray,1982-12-28,FEMALE,INDIVIDUAL,442,Married
52362,Raymond,Rivera,2002-09-17,MALE,INDIVIDUAL,49,Single
52375,Donald,Ward,1967-09-24,MALE,INDIVIDUAL,378,Single
52497,Judith,Howell,1968-06-22,FEMALE,INDIVIDUAL,613,Married
52498,Karen,Chavez,1969-12-10,FEMALE,INDIVIDUAL,930,Married
52702,CSL Group,,,,COMPANY,571,
53931,Marie,Adams,1986-04-20,FEMALE,INDIVIDUAL,901,Married
54126,Judith,Fisher,1971-09-11,FEMALE,INDIVIDUAL,891,Single
54236,Sarah,Hall,1975-03-16,FEMALE,INDIVIDUAL,157,Single
54341,Albert,Long,2002-04-18,MALE,INDIVIDUAL,37,Single
54352,Ernest,Burton,1968-10-09,MALE,INDIVIDUAL,56,Single
54728,Harold,Greene,1972-02-28,MALE,INDIVIDUAL,209,Divorced
54790,Irene,Stanley,1982-01-15,FEMALE,INDIVIDUAL,866,Divorced
55194,Judith,Reynolds,1961-08-07,FEMALE,INDIVIDUAL,677,Married
55199,Angela,Tucker,1998-07-02,FEMALE,INDIVIDUAL,85,Divorced
55452,Lillian,Burns,1971-11-20,FEMALE,INDIVIDUAL,305,Single
55617,Angela,Harrison,1973-02-26,FEMALE,INDIVIDUAL,527,Single
56048,Janice,Nelson,1953-01-24,FEMALE,INDIVIDUAL,627,Married
56305,Joyce,Carr,1967-09-19,FEMALE,INDIVIDUAL,700,Single
56515,Barbara,Stewart,1977-11-16,FEMALE,INDIVIDUAL,289,Single
56524,Marilyn,Kim,1962-06-21,FEMALE,INDIVIDUAL,297,Married
56907,Brenda,Palmer,1980-02-15,FEMALE,INDIVIDUAL,410,Married
57085,Diana,Garrett,1987-03-28,FEMALE,INDIVIDUAL,349,Single
57190,Anthony,Carroll,1963-11-13,MALE,INDIVIDUAL,553,Married
57417,Diana,Castillo,1983-10-12,FEMALE,INDIVIDUAL,633,Single
57568,Craig,Taylor,1981-08-23,MALE,INDIVIDUAL,781,Married
57860,Willie,Richards,1955-01-17,MALE,INDIVIDUAL,228,Married
57862,Catherine,Ramos,2002-02-22,FEMALE,INDIVIDUAL,654,Divorced
57866,Joyce,Sims,2002-02-22,FEMALE,INDIVIDUAL,393,Single
58265,Frank,Mason,2010-11-04,MALE,INDIVIDUAL,686,Married
58683,Kathy,Fowler,1983-09-27,FEMALE,INDIVIDUAL,468,Single
58705,Stephanie,Matthews,1954-07-09,FEMALE,INDIVIDUAL,313,Single
58942,Annie,Banks,1975-09-20,FEMALE,INDIVIDUAL,755,Married
58952,Kathleen,Fields,2007-01-04,FEMALE,INDIVIDUAL,929,Married
58953,Brandon,Mason,1959-04-15,MALE,INDIVIDUAL,368,Married
59122,Michael,Howard,1978-05-18,MALE,INDIVIDUAL,824,Single
59363,Anthony,Hanson,1966-07-15,MALE,INDIVIDUAL,890,Divorced
59426,Eugene,Reid,1981-12-19,MALE,INDIVIDUAL,549,Married
59697,Andrea,Matthews,1984-10-15,FEMALE,INDIVIDUAL,565,Single
59907,Bruce,Oliver,1966-01-27,MALE,INDIVIDUAL,447,Married
60124,Roy,Ross,1976-08-05,MALE,INDIVIDUAL,839,Married
60557,Cheryl,Ward,1980-06-28,FEMALE,INDIVIDUAL,126,Married
60579,Theresa,Stephens,1996-09-17,FEMALE,INDIVIDUAL,257,Married
60637,Wanda,Welch,1983-02-06,FEMALE,INDIVIDUAL,874,Single
60657,Ronald,Willis,1962-02-14,MALE,INDIVIDUAL,336,Married
60737,Craig,Ford,1964-05-27,MALE,INDIVIDUAL,14,Married
60774,Kevin,Morales,1958-05-19,MALE,INDIVIDUAL,946,Single
60835,Antonio,Wheeler,1982-04-19,MALE,INDIVIDUAL,918,Single
61273,Matthew,Snyder,1981-02-24,MALE,INDIVIDUAL,587,Married
